id,Names,Surnames,Age,Email,Worktimes,Schedules,Studies level,Pets,Cooking,Sport,Smoking,Organized
4185,Michael,Edwards ,22,MichaelEdwards @gmail.com,night,morning,secondary,Yes,Yes,Yes,No,No
4186,Maria,Lee ,20,MariaLee @gmail.com,night,morning,university,No,Yes,No,Yes,No
4187,Anthony,Edwards ,28,AnthonyEdwards @gmail.com,morning,morning,university,Yes,Yes,Yes,Yes,No
4188,Derek,Bush,34,DerekBush@gmail.com,night,morning,university,Yes,Yes,No,No,No
4189,LouisaLoren,Davies ,27,LouisaLorenDavies @gmail.com,night,night,university,No,Yes,Yes,No,No
4190,Derek,Wright,32,DerekWright@gmail.com,morning,morning,secondary,Yes,No,No,Yes,Yes
4191,John,Wright,27,JohnWright@gmail.com,morning,night,secondary,No,Yes,Yes,No,No
4192,Miguel,Jones,25,MiguelJones@gmail.com,morning,morning,university,Yes,Yes,No,No,No
4193,Luna,Walker ,27,LunaWalker @gmail.com,night,morning,secondary,No,Yes,No,Yes,Yes
4194,Anthony,Johnson,27,AnthonyJohnson@gmail.com,night,night,university,No,No,No,Yes,No
4195,Jorge,Wright,18,JorgeWright@gmail.com,morning,morning,secondary,Yes,No,Yes,Yes,Yes
4196,Albert,Thompson ,23,AlbertThompson @gmail.com,night,night,secondary,Yes,Yes,Yes,Yes,Yes
4197,George,White,21,GeorgeWhite@gmail.com,morning,night,university,Yes,Yes,No,No,Yes
4198,John,Thomas ,19,JohnThomas @gmail.com,night,morning,university,No,No,Yes,No,Yes
4199,Lucas,Thompson ,30,LucasThompson @gmail.com,night,morning,university,Yes,No,Yes,No,No
4200,Josephine,Brown,24,JosephineBrown@gmail.com,morning,morning,university,No,Yes,Yes,Yes,Yes
4201,Jorge,Brown,21,JorgeBrown@gmail.com,morning,night,secondary,No,Yes,Yes,Yes,No
4202,Anthony,Brown,27,AnthonyBrown@gmail.com,morning,morning,university,Yes,No,No,No,No
4203,Jorge,Davies ,29,JorgeDavies @gmail.com,morning,morning,secondary,No,No,No,Yes,No
4204,George,Taylor,22,GeorgeTaylor@gmail.com,morning,morning,secondary,No,No,No,No,Yes
4205,Michael,Thomas ,26,MichaelThomas @gmail.com,morning,night,university,Yes,Yes,No,Yes,No
4206,John,White,21,JohnWhite@gmail.com,night,night,university,No,Yes,Yes,No,Yes
4207,Michael,Jones,22,MichaelJones@gmail.com,night,night,secondary,No,No,No,Yes,Yes
4208,Anthony,Walker ,32,AnthonyWalker @gmail.com,morning,morning,university,Yes,No,Yes,No,No
4209,Mario,Roberts ,20,MarioRoberts @gmail.com,night,night,secondary,Yes,No,Yes,Yes,Yes
4210,Luna,Taylor,28,LunaTaylor@gmail.com,night,night,secondary,Yes,Yes,Yes,Yes,No
4211,Luna,White,30,LunaWhite@gmail.com,night,night,university,No,No,Yes,Yes,No
4212,Miguel,Walker ,28,MiguelWalker @gmail.com,morning,night,secondary,No,No,Yes,No,Yes
4213,Anthony,Thomas ,29,AnthonyThomas @gmail.com,night,morning,secondary,Yes,Yes,No,Yes,Yes
4214,Josephine,Bush,19,JosephineBush@gmail.com,night,night,university,Yes,Yes,Yes,No,No
4215,Nick,Walker ,25,NickWalker @gmail.com,morning,night,secondary,No,Yes,Yes,No,No
4216,George,Smith,24,GeorgeSmith@gmail.com,morning,night,university,Yes,No,Yes,No,Yes
4217,Luna,Walker ,33,LunaWalker @gmail.com,night,morning,university,No,Yes,No,No,No
4218,Lucas,Williams,27,LucasWilliams@gmail.com,night,morning,university,Yes,No,Yes,No,No
4219,Luna,Hughes ,33,LunaHughes @gmail.com,morning,night,secondary,Yes,Yes,No,Yes,No
4220,Mario,Thomas ,24,MarioThomas @gmail.com,morning,morning,university,No,No,Yes,No,Yes
4221,Albert,Walker ,20,AlbertWalker @gmail.com,night,morning,secondary,No,Yes,Yes,No,No
4222,LouisaLoren,Roberts ,32,LouisaLorenRoberts @gmail.com,morning,night,secondary,No,Yes,No,No,No
4223,Albert,Bush,29,AlbertBush@gmail.com,morning,night,secondary,Yes,No,No,No,Yes
4224,Jorge,Bush,26,JorgeBush@gmail.com,night,morning,university,Yes,Yes,Yes,No,Yes
4225,Mario,Hughes ,32,MarioHughes @gmail.com,morning,morning,university,No,No,No,No,Yes
4226,John,Edwards ,20,JohnEdwards @gmail.com,night,morning,secondary,No,No,Yes,No,No
4227,Derek,Williams,28,DerekWilliams@gmail.com,morning,night,secondary,Yes,No,No,Yes,No
4228,Josephine,Wright,24,JosephineWright@gmail.com,morning,night,secondary,Yes,Yes,Yes,Yes,No
4229,Miguel,Smith,26,MiguelSmith@gmail.com,morning,night,university,Yes,No,No,No,No
4230,Derek,Robinson ,33,DerekRobinson @gmail.com,night,morning,secondary,No,No,No,No,No
4231,Marie,Jones,28,MarieJones@gmail.com,morning,morning,secondary,Yes,No,Yes,No,Yes
4232,Josephine,Thompson ,28,JosephineThompson @gmail.com,morning,morning,secondary,No,Yes,Yes,No,No
4233,George,Robinson ,29,GeorgeRobinson @gmail.com,night,morning,secondary,No,No,No,No,No
4234,Mario,Brown,23,MarioBrown@gmail.com,morning,morning,secondary,Yes,No,Yes,No,No
4235,Luna,Walker ,19,LunaWalker @gmail.com,morning,morning,university,No,No,Yes,No,No
4236,Mario,Walker ,34,MarioWalker @gmail.com,morning,night,secondary,No,No,No,No,Yes
4237,Albert,Roberts ,19,AlbertRoberts @gmail.com,morning,morning,secondary,No,Yes,Yes,No,No
4238,Derek,Jones,25,DerekJones@gmail.com,night,night,university,Yes,No,Yes,No,No
4239,Marie,Walker ,31,MarieWalker @gmail.com,night,night,secondary,Yes,No,Yes,Yes,Yes
4240,Jorge,Evans ,20,JorgeEvans @gmail.com,night,morning,university,No,No,Yes,Yes,No
4241,Nick,Hughes ,19,NickHughes @gmail.com,morning,night,secondary,Yes,Yes,No,No,Yes
4242,Michael,Roberts ,18,MichaelRoberts @gmail.com,morning,morning,university,No,Yes,No,No,No
4243,Antonio,Williams,19,AntonioWilliams@gmail.com,morning,morning,secondary,No,No,No,No,Yes
4244,Josephine,Williams,32,JosephineWilliams@gmail.com,morning,night,university,Yes,Yes,No,Yes,No
4245,Anthony,Williams,29,AnthonyWilliams@gmail.com,morning,morning,university,No,Yes,No,No,No
4246,Antonio,Evans ,22,AntonioEvans @gmail.com,morning,night,university,Yes,No,No,No,Yes
4247,Nick,Thompson ,18,NickThompson @gmail.com,morning,morning,secondary,Yes,Yes,No,No,No
4248,Albert,Lee ,25,AlbertLee @gmail.com,night,morning,university,Yes,Yes,Yes,Yes,No
4249,Marie,Evans ,18,MarieEvans @gmail.com,night,night,secondary,No,No,Yes,No,No
4250,Nick,Wright,23,NickWright@gmail.com,morning,morning,secondary,No,No,Yes,No,Yes
4251,Lucas,Edwards ,26,LucasEdwards @gmail.com,morning,morning,secondary,Yes,No,Yes,No,No
4252,LouisaLoren,Davies ,30,LouisaLorenDavies @gmail.com,night,morning,university,No,No,Yes,No,Yes
4253,Albert,Robinson ,24,AlbertRobinson @gmail.com,morning,night,secondary,No,No,No,No,No
4254,Mario,Robinson ,27,MarioRobinson @gmail.com,morning,night,university,No,Yes,Yes,No,Yes
4255,George,Bush,29,GeorgeBush@gmail.com,morning,morning,university,No,Yes,Yes,No,Yes
4256,Anthony,Edwards ,25,AnthonyEdwards @gmail.com,night,night,secondary,No,Yes,No,No,Yes
4257,Luna,Robinson ,32,LunaRobinson @gmail.com,morning,morning,university,Yes,Yes,No,No,Yes
4258,Albert,Thompson ,29,AlbertThompson @gmail.com,morning,morning,secondary,No,No,No,Yes,No
4259,Michael,White,26,MichaelWhite@gmail.com,night,morning,university,Yes,Yes,No,Yes,Yes
4260,Josephine,Robinson ,20,JosephineRobinson @gmail.com,morning,night,secondary,No,Yes,Yes,Yes,No
4261,Mario,Edwards ,27,MarioEdwards @gmail.com,night,night,secondary,No,No,No,Yes,Yes
4262,Nick,Thomas ,25,NickThomas @gmail.com,night,night,secondary,No,Yes,Yes,Yes,No
4263,Derek,Taylor,34,DerekTaylor@gmail.com,night,morning,university,Yes,Yes,Yes,Yes,No
4264,George,Roberts ,22,GeorgeRoberts @gmail.com,morning,morning,university,Yes,Yes,Yes,No,No
4265,Miguel,Smith,19,MiguelSmith@gmail.com,night,morning,university,Yes,Yes,Yes,Yes,Yes
4266,Marie,Thompson ,32,MarieThompson @gmail.com,morning,morning,secondary,No,Yes,Yes,No,Yes
4267,Lucas,Hughes ,28,LucasHughes @gmail.com,morning,morning,secondary,No,Yes,Yes,Yes,No
4268,Mario,Edwards ,20,MarioEdwards @gmail.com,morning,night,university,Yes,No,No,Yes,No
4269,George,Brown,27,GeorgeBrown@gmail.com,night,night,university,Yes,Yes,No,Yes,No
4270,Mario,Williams,22,MarioWilliams@gmail.com,morning,morning,university,No,No,No,Yes,Yes
4271,Jorge,Lee ,34,JorgeLee @gmail.com,morning,morning,secondary,No,Yes,No,Yes,No
4272,Albert,Thompson ,29,AlbertThompson @gmail.com,night,night,secondary,No,Yes,No,Yes,Yes
4273,Marie,Thompson ,20,MarieThompson @gmail.com,morning,night,secondary,Yes,Yes,No,No,Yes
4274,Josephine,Johnson,21,JosephineJohnson@gmail.com,night,night,university,Yes,No,No,Yes,Yes
4275,Luna,Bush,22,LunaBush@gmail.com,night,night,secondary,No,No,Yes,Yes,Yes
4276,Lucas,White,31,LucasWhite@gmail.com,night,night,university,Yes,Yes,Yes,No,No
4277,Derek,Thomas ,29,DerekThomas @gmail.com,night,night,university,No,Yes,Yes,No,No
4278,Josephine,White,30,JosephineWhite@gmail.com,morning,night,secondary,Yes,Yes,Yes,Yes,No
4279,Derek,Taylor,25,DerekTaylor@gmail.com,night,night,university,Yes,Yes,Yes,Yes,No
4280,Lucas,Robinson ,33,LucasRobinson @gmail.com,night,morning,secondary,No,Yes,No,Yes,Yes
4281,Miguel,Robinson ,33,MiguelRobinson @gmail.com,night,night,university,No,No,Yes,No,Yes
4282,Mario,Johnson,26,MarioJohnson@gmail.com,morning,morning,university,Yes,Yes,Yes,No,No
4283,Lucas,Walker ,18,LucasWalker @gmail.com,night,night,secondary,No,Yes,No,Yes,No
4284,Nick,Smith,34,NickSmith@gmail.com,morning,morning,secondary,No,No,Yes,Yes,Yes
4285,Josephine,Lee ,31,JosephineLee @gmail.com,morning,night,university,No,Yes,No,Yes,Yes
4286,Lucas,Smith,21,LucasSmith@gmail.com,night,night,university,Yes,Yes,Yes,No,No
4287,Josephine,Thompson ,32,JosephineThompson @gmail.com,night,morning,university,No,Yes,Yes,Yes,No
4288,Miguel,Williams,34,MiguelWilliams@gmail.com,morning,morning,university,No,No,Yes,Yes,Yes
4289,Antonio,Wright,33,AntonioWright@gmail.com,morning,morning,secondary,Yes,Yes,Yes,Yes,No
4290,Lucas,Evans ,34,LucasEvans @gmail.com,morning,morning,secondary,No,No,No,No,No
4291,Anthony,Hughes ,33,AnthonyHughes @gmail.com,night,morning,university,No,No,Yes,Yes,Yes
4292,Maria,Bush,23,MariaBush@gmail.com,night,morning,secondary,Yes,Yes,Yes,Yes,No
4293,Mario,Lee ,21,MarioLee @gmail.com,morning,morning,university,Yes,No,No,Yes,Yes
4294,Derek,Lee ,28,DerekLee @gmail.com,night,morning,university,No,No,Yes,No,No
4295,LouisaLoren,Evans ,21,LouisaLorenEvans @gmail.com,morning,morning,university,No,No,Yes,Yes,Yes
4296,Luna,Lee ,25,LunaLee @gmail.com,morning,morning,secondary,No,No,Yes,Yes,Yes
4297,Lucas,Roberts ,21,LucasRoberts @gmail.com,night,night,university,Yes,No,Yes,No,No
4298,Maria,Jones,30,MariaJones@gmail.com,morning,night,university,Yes,Yes,Yes,Yes,No
4299,Luna,Taylor,30,LunaTaylor@gmail.com,night,morning,secondary,Yes,Yes,Yes,Yes,No
4300,Mario,Edwards ,32,MarioEdwards @gmail.com,morning,night,secondary,No,No,No,No,Yes
4301,Miguel,Wright,32,MiguelWright@gmail.com,morning,morning,secondary,Yes,No,No,No,Yes
4302,George,Robinson ,21,GeorgeRobinson @gmail.com,morning,morning,university,No,Yes,Yes,No,Yes
4303,Anthony,Jones,27,AnthonyJones@gmail.com,night,night,secondary,No,Yes,Yes,No,No
4304,Derek,Williams,30,DerekWilliams@gmail.com,morning,morning,university,No,Yes,No,Yes,Yes
4305,Derek,Taylor,34,DerekTaylor@gmail.com,morning,morning,university,Yes,No,No,No,Yes
4306,Albert,Williams,20,AlbertWilliams@gmail.com,night,night,secondary,Yes,No,No,No,Yes
4307,Josephine,Thomas ,20,JosephineThomas @gmail.com,night,morning,secondary,Yes,No,No,Yes,Yes
4308,Miguel,Davies ,20,MiguelDavies @gmail.com,morning,night,university,No,Yes,No,Yes,Yes
4309,Anthony,Brown,26,AnthonyBrown@gmail.com,morning,night,secondary,Yes,No,Yes,Yes,No
4310,Derek,Taylor,33,DerekTaylor@gmail.com,morning,night,university,Yes,No,No,Yes,Yes
4311,Antonio,Hughes ,32,AntonioHughes @gmail.com,morning,night,secondary,No,No,Yes,No,Yes
4312,Albert,Jones,29,AlbertJones@gmail.com,night,night,university,Yes,Yes,No,No,Yes
4313,Antonio,Johnson,34,AntonioJohnson@gmail.com,night,night,secondary,No,No,Yes,No,Yes
4314,Michael,Wright,22,MichaelWright@gmail.com,night,night,secondary,Yes,Yes,Yes,Yes,Yes
4315,Antonio,Bush,28,AntonioBush@gmail.com,morning,night,secondary,Yes,No,Yes,Yes,No
4316,Luna,Smith,29,LunaSmith@gmail.com,night,morning,secondary,No,No,Yes,No,Yes
4317,George,Davies ,19,GeorgeDavies @gmail.com,morning,night,university,Yes,No,Yes,No,No
4318,Antonio,Roberts ,29,AntonioRoberts @gmail.com,morning,morning,university,No,Yes,No,No,Yes
4319,Marie,Walker ,27,MarieWalker @gmail.com,morning,night,secondary,Yes,Yes,Yes,No,No
4320,Antonio,Thomas ,32,AntonioThomas @gmail.com,morning,night,university,No,No,No,No,No
4321,Nick,Walker ,24,NickWalker @gmail.com,morning,morning,secondary,No,Yes,Yes,Yes,Yes
4322,Josephine,Evans ,34,JosephineEvans @gmail.com,morning,morning,secondary,No,No,No,Yes,No
4323,Albert,Evans ,27,AlbertEvans @gmail.com,morning,night,secondary,Yes,Yes,Yes,Yes,Yes
4324,Mario,Evans ,19,MarioEvans @gmail.com,night,night,university,No,No,No,No,Yes
4325,Nick,Walker ,30,NickWalker @gmail.com,morning,morning,secondary,Yes,Yes,No,Yes,Yes
4326,Nick,Roberts ,34,NickRoberts @gmail.com,morning,night,university,No,Yes,No,No,Yes
4327,Albert,Thomas ,30,AlbertThomas @gmail.com,morning,morning,secondary,No,No,Yes,No,No
4328,Josephine,Smith,19,JosephineSmith@gmail.com,night,night,secondary,No,Yes,No,No,Yes
4329,Lucas,Roberts ,32,LucasRoberts @gmail.com,night,night,university,No,Yes,No,No,No
4330,Marie,Taylor,25,MarieTaylor@gmail.com,night,night,secondary,No,Yes,No,Yes,No
4331,John,Hughes ,21,JohnHughes @gmail.com,morning,morning,secondary,Yes,No,No,Yes,No
4332,Mario,Williams,29,MarioWilliams@gmail.com,morning,morning,university,No,Yes,No,No,No
4333,Antonio,Lee ,34,AntonioLee @gmail.com,morning,night,university,Yes,Yes,No,Yes,Yes
4334,Maria,Robinson ,29,MariaRobinson @gmail.com,night,night,university,No,No,No,No,No
4335,Albert,Williams,22,AlbertWilliams@gmail.com,morning,morning,university,No,No,Yes,Yes,Yes
4336,LouisaLoren,Williams,27,LouisaLorenWilliams@gmail.com,night,morning,secondary,No,No,Yes,Yes,Yes
4337,Anthony,Bush,32,AnthonyBush@gmail.com,morning,night,university,No,Yes,No,No,No
4338,Luna,Taylor,33,LunaTaylor@gmail.com,morning,morning,university,Yes,Yes,No,Yes,Yes
4339,Nick,Williams,30,NickWilliams@gmail.com,morning,night,university,No,No,No,No,Yes
4340,John,Evans ,23,JohnEvans @gmail.com,morning,night,secondary,No,No,Yes,Yes,No
4341,Antonio,Robinson ,33,AntonioRobinson @gmail.com,morning,morning,university,No,No,Yes,No,Yes
4342,Derek,Evans ,28,DerekEvans @gmail.com,night,morning,secondary,No,Yes,Yes,No,Yes
4343,Josephine,Lee ,33,JosephineLee @gmail.com,morning,night,secondary,Yes,Yes,No,No,No
4344,John,Hughes ,23,JohnHughes @gmail.com,morning,night,secondary,No,No,No,Yes,No
4345,Luna,Evans ,18,LunaEvans @gmail.com,night,night,secondary,No,No,No,Yes,No
4346,Jorge,Bush,18,JorgeBush@gmail.com,morning,night,secondary,No,No,Yes,No,No
4347,Luna,Brown,21,LunaBrown@gmail.com,morning,night,secondary,No,Yes,No,No,No
4348,George,Wright,26,GeorgeWright@gmail.com,night,night,secondary,Yes,Yes,No,Yes,Yes
4349,Albert,Edwards ,26,AlbertEdwards @gmail.com,morning,night,university,Yes,Yes,No,No,Yes
4350,Mario,White,26,MarioWhite@gmail.com,morning,morning,university,No,Yes,Yes,Yes,Yes
4351,Derek,Hughes ,25,DerekHughes @gmail.com,morning,morning,university,No,Yes,Yes,No,Yes
4352,Antonio,Jones,26,AntonioJones@gmail.com,night,night,secondary,No,Yes,Yes,No,Yes
4353,Antonio,Davies ,29,AntonioDavies @gmail.com,night,morning,secondary,Yes,No,No,Yes,Yes
4354,Maria,Thomas ,23,MariaThomas @gmail.com,night,night,secondary,No,Yes,Yes,Yes,No
4355,Marie,Hughes ,28,MarieHughes @gmail.com,morning,night,secondary,No,No,No,No,No
4356,Miguel,Smith,25,MiguelSmith@gmail.com,morning,morning,university,Yes,No,Yes,Yes,Yes
4357,Derek,Smith,22,DerekSmith@gmail.com,night,night,secondary,No,No,No,Yes,No
4358,George,Thompson ,21,GeorgeThompson @gmail.com,morning,morning,university,Yes,Yes,Yes,Yes,No
4359,Jorge,Roberts ,20,JorgeRoberts @gmail.com,night,night,secondary,Yes,Yes,Yes,No,No
4360,Derek,White,20,DerekWhite@gmail.com,night,night,secondary,Yes,No,Yes,No,Yes
4361,Maria,Williams,24,MariaWilliams@gmail.com,morning,morning,secondary,Yes,No,Yes,Yes,No
4362,Luna,Lee ,21,LunaLee @gmail.com,morning,morning,university,No,No,No,Yes,No
4363,Michael,Davies ,31,MichaelDavies @gmail.com,morning,night,university,Yes,Yes,Yes,No,No
4364,Derek,Robinson ,24,DerekRobinson @gmail.com,morning,morning,university,No,Yes,No,No,Yes
4365,Marie,Smith,25,MarieSmith@gmail.com,morning,morning,university,No,No,Yes,No,Yes
4366,Nick,Jones,27,NickJones@gmail.com,morning,night,university,Yes,No,No,No,No
4367,Josephine,Evans ,22,JosephineEvans @gmail.com,night,night,university,No,Yes,No,No,Yes
4368,George,Evans ,27,GeorgeEvans @gmail.com,night,morning,secondary,Yes,No,Yes,No,Yes
4369,Anthony,Roberts ,33,AnthonyRoberts @gmail.com,morning,night,secondary,Yes,Yes,No,No,No
4370,Anthony,Thompson ,33,AnthonyThompson @gmail.com,night,night,secondary,No,Yes,No,Yes,Yes
4371,Albert,Hughes ,26,AlbertHughes @gmail.com,night,night,secondary,Yes,Yes,No,No,Yes
4372,Marie,Roberts ,27,MarieRoberts @gmail.com,morning,morning,university,Yes,Yes,Yes,No,Yes
4373,Derek,Williams,28,DerekWilliams@gmail.com,night,night,secondary,No,No,Yes,Yes,No
4374,John,Wright,26,JohnWright@gmail.com,night,night,university,Yes,Yes,No,Yes,Yes
4375,Michael,Hughes ,20,MichaelHughes @gmail.com,night,morning,university,Yes,Yes,No,No,Yes
4376,Nick,Brown,33,NickBrown@gmail.com,morning,morning,secondary,No,Yes,Yes,Yes,Yes
4377,Nick,Davies ,34,NickDavies @gmail.com,night,morning,university,Yes,No,No,Yes,Yes
4378,LouisaLoren,Lee ,18,LouisaLorenLee @gmail.com,morning,night,secondary,Yes,No,No,Yes,No
4379,Maria,Jones,26,MariaJones@gmail.com,morning,night,secondary,Yes,Yes,Yes,Yes,Yes
4380,George,Jones,28,GeorgeJones@gmail.com,morning,night,secondary,Yes,Yes,No,Yes,No
4381,LouisaLoren,Williams,34,LouisaLorenWilliams@gmail.com,night,morning,university,Yes,Yes,No,No,Yes
4382,George,Taylor,22,GeorgeTaylor@gmail.com,night,night,secondary,Yes,Yes,No,Yes,No
4383,Mario,Roberts ,19,MarioRoberts @gmail.com,morning,night,university,Yes,No,No,Yes,Yes
4384,Marie,Williams,24,MarieWilliams@gmail.com,morning,morning,secondary,No,Yes,Yes,Yes,No
4385,Mario,Johnson,26,MarioJohnson@gmail.com,morning,night,secondary,Yes,No,No,Yes,No
4386,Nick,Hughes ,33,NickHughes @gmail.com,morning,night,university,No,No,No,No,Yes
4387,Luna,Brown,26,LunaBrown@gmail.com,morning,night,secondary,Yes,Yes,No,No,Yes
4388,Anthony,Thomas ,26,AnthonyThomas @gmail.com,night,morning,university,Yes,No,No,No,No
4389,Mario,Lee ,21,MarioLee @gmail.com,morning,morning,secondary,No,No,Yes,Yes,No
4390,Maria,Davies ,33,MariaDavies @gmail.com,night,night,university,Yes,No,Yes,Yes,No
4391,LouisaLoren,Taylor,22,LouisaLorenTaylor@gmail.com,morning,morning,university,Yes,No,Yes,No,Yes
4392,John,Wright,20,JohnWright@gmail.com,night,morning,secondary,No,No,Yes,Yes,Yes
4393,Maria,Taylor,23,MariaTaylor@gmail.com,morning,morning,secondary,Yes,No,No,Yes,No
4394,Derek,Lee ,18,DerekLee @gmail.com,night,night,secondary,Yes,Yes,No,No,Yes
4395,LouisaLoren,Davies ,26,LouisaLorenDavies @gmail.com,night,morning,secondary,No,Yes,Yes,Yes,No
4396,Mario,Wright,32,MarioWright@gmail.com,night,morning,university,Yes,No,Yes,Yes,Yes
4397,Antonio,Johnson,34,AntonioJohnson@gmail.com,morning,morning,secondary,No,Yes,No,Yes,Yes
4398,Luna,Johnson,19,LunaJohnson@gmail.com,morning,morning,secondary,No,Yes,No,Yes,No
4399,Marie,Evans ,27,MarieEvans @gmail.com,night,morning,university,Yes,Yes,Yes,No,Yes
4400,Antonio,Hughes ,20,AntonioHughes @gmail.com,morning,morning,secondary,Yes,No,Yes,No,Yes
4401,Lucas,Jones,26,LucasJones@gmail.com,night,night,university,Yes,Yes,Yes,No,No
4402,Antonio,Brown,28,AntonioBrown@gmail.com,morning,night,secondary,No,Yes,No,Yes,Yes
4403,John,Lee ,20,JohnLee @gmail.com,night,morning,university,No,No,No,No,Yes
4404,Anthony,Williams,20,AnthonyWilliams@gmail.com,night,morning,secondary,Yes,No,No,Yes,Yes
4405,John,Roberts ,23,JohnRoberts @gmail.com,night,night,secondary,Yes,Yes,Yes,Yes,Yes
4406,Antonio,Thomas ,28,AntonioThomas @gmail.com,night,night,university,Yes,Yes,Yes,No,No
4407,Miguel,Taylor,19,MiguelTaylor@gmail.com,morning,morning,university,Yes,No,Yes,No,Yes
4408,George,Robinson ,34,GeorgeRobinson @gmail.com,morning,night,secondary,No,Yes,No,No,No
4409,Josephine,Thompson ,28,JosephineThompson @gmail.com,morning,night,university,Yes,Yes,Yes,No,No
4410,Miguel,Smith,19,MiguelSmith@gmail.com,night,night,secondary,Yes,No,Yes,No,No
4411,Josephine,Williams,22,JosephineWilliams@gmail.com,night,night,university,No,No,Yes,Yes,No
4412,John,Roberts ,32,JohnRoberts @gmail.com,night,night,secondary,No,Yes,Yes,No,No
4413,George,Taylor,30,GeorgeTaylor@gmail.com,night,morning,university,Yes,No,Yes,Yes,Yes
4414,Miguel,Smith,24,MiguelSmith@gmail.com,night,morning,university,No,Yes,No,No,No
4415,Antonio,Jones,30,AntonioJones@gmail.com,morning,night,university,Yes,No,Yes,No,No
4416,Michael,Hughes ,20,MichaelHughes @gmail.com,night,morning,secondary,Yes,Yes,No,Yes,No
4417,Anthony,Davies ,27,AnthonyDavies @gmail.com,night,morning,university,No,No,No,No,Yes
4418,Luna,Williams,26,LunaWilliams@gmail.com,morning,morning,secondary,No,Yes,No,Yes,Yes
4419,Anthony,Williams,30,AnthonyWilliams@gmail.com,night,morning,university,Yes,Yes,Yes,No,Yes
4420,Antonio,Davies ,18,AntonioDavies @gmail.com,morning,night,university,No,No,No,Yes,No
4421,LouisaLoren,Lee ,21,LouisaLorenLee @gmail.com,night,night,university,Yes,No,No,No,No
4422,George,Davies ,24,GeorgeDavies @gmail.com,night,night,secondary,Yes,No,No,Yes,Yes
4423,Luna,Lee ,32,LunaLee @gmail.com,morning,night,secondary,Yes,No,No,No,Yes
4424,Nick,Edwards ,19,NickEdwards @gmail.com,morning,morning,secondary,Yes,No,Yes,Yes,Yes
4425,Antonio,Evans ,21,AntonioEvans @gmail.com,night,night,secondary,Yes,Yes,No,No,Yes
4426,Lucas,White,22,LucasWhite@gmail.com,morning,night,secondary,No,No,No,No,No
4427,Anthony,Lee ,22,AnthonyLee @gmail.com,morning,morning,secondary,No,No,Yes,Yes,No
4428,Luna,Thomas ,29,LunaThomas @gmail.com,morning,night,secondary,No,Yes,Yes,No,No
4429,Michael,Hughes ,22,MichaelHughes @gmail.com,night,morning,university,No,Yes,No,Yes,Yes
4430,Miguel,Edwards ,27,MiguelEdwards @gmail.com,night,night,university,Yes,Yes,No,No,No
4431,Antonio,Taylor,34,AntonioTaylor@gmail.com,night,morning,university,No,No,Yes,No,Yes
4432,Miguel,Bush,20,MiguelBush@gmail.com,night,night,university,Yes,No,Yes,No,No
4433,Luna,Roberts ,34,LunaRoberts @gmail.com,night,night,university,No,No,Yes,Yes,Yes
4434,Mario,Smith,23,MarioSmith@gmail.com,night,night,secondary,Yes,No,Yes,No,Yes
4435,Jorge,Williams,21,JorgeWilliams@gmail.com,night,morning,secondary,No,No,No,Yes,Yes
4436,Josephine,Thompson ,32,JosephineThompson @gmail.com,night,morning,university,Yes,No,Yes,No,Yes
4437,Lucas,Walker ,20,LucasWalker @gmail.com,night,morning,university,No,No,No,Yes,No
4438,Marie,Robinson ,20,MarieRobinson @gmail.com,morning,night,secondary,No,No,Yes,No,No
4439,Albert,Johnson,33,AlbertJohnson@gmail.com,morning,morning,university,No,No,Yes,Yes,Yes
4440,George,Roberts ,25,GeorgeRoberts @gmail.com,night,night,university,Yes,Yes,Yes,Yes,No
4441,LouisaLoren,Lee ,29,LouisaLorenLee @gmail.com,morning,night,secondary,No,No,Yes,No,Yes
4442,Antonio,Williams,26,AntonioWilliams@gmail.com,night,night,secondary,Yes,No,No,Yes,Yes
4443,George,Thomas ,22,GeorgeThomas @gmail.com,morning,night,university,No,No,No,Yes,Yes
4444,Maria,Evans ,25,MariaEvans @gmail.com,morning,night,university,Yes,Yes,Yes,Yes,No
4445,Maria,Edwards ,18,MariaEdwards @gmail.com,night,night,university,No,Yes,Yes,Yes,Yes
4446,Albert,Bush,34,AlbertBush@gmail.com,night,night,secondary,Yes,Yes,Yes,No,Yes
4447,LouisaLoren,Thompson ,33,LouisaLorenThompson @gmail.com,morning,night,university,No,No,Yes,Yes,Yes
4448,Albert,Edwards ,28,AlbertEdwards @gmail.com,morning,morning,secondary,Yes,No,No,No,No
4449,Mario,Evans ,27,MarioEvans @gmail.com,night,morning,secondary,No,Yes,Yes,No,Yes
4450,John,White,27,JohnWhite@gmail.com,night,night,university,No,No,No,Yes,No
4451,Jorge,Brown,33,JorgeBrown@gmail.com,morning,morning,university,Yes,Yes,No,No,Yes
4452,Luna,Jones,28,LunaJones@gmail.com,night,morning,university,Yes,No,No,Yes,Yes
4453,Anthony,Evans ,32,AnthonyEvans @gmail.com,night,night,university,No,Yes,No,Yes,Yes
4454,Nick,Thomas ,28,NickThomas @gmail.com,morning,morning,secondary,Yes,No,Yes,No,Yes
4455,Anthony,Williams,31,AnthonyWilliams@gmail.com,morning,night,university,Yes,Yes,No,No,No
4456,Jorge,Lee ,31,JorgeLee @gmail.com,morning,night,university,No,Yes,No,No,Yes
4457,John,Edwards ,25,JohnEdwards @gmail.com,morning,night,university,Yes,No,No,No,No
